0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,Cluster
x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,0
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,0
x,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,0
f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,0
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,17
f,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,0
x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,0
f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,0
x,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,11
f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,18
x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,11
x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,0
x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,11
x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,0
f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,0
f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,0
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,17
x,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,3
f,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,0
f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,0
f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,0
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,17
x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,0
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,4
f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,0
x,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,0
x,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,0
x,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,0
x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,0
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,3
f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,0
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,4
x,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,0
f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,18
f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,0
f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,18
f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,0
f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,0
x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,4
x,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,0
x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,18
x,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,0
f,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,0
f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,18
x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,0
x,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,0
x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,0
x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,0
x,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,13
f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,18
f,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,0
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,4
x,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,0
f,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,0
b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,17
f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,0
f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,0
f,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,0
f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,18
x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,0
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,17
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,0
f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,0
x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,0
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,0
x,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,0
x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,11
b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,4
x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,16
f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,18
x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,0
f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,18
f,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,0
f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,0
x,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,0
x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,0
f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,0
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,4
f,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,0
x,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,0
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,18
f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,0
f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,18
f,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,0
x,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,11
x,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,0
f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,18
f,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,0
x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,18
x,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,11
x,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,0
x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,4
f,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,0
f,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,0
x,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,0
f,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,0
f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,0
x,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,0
f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,0
x,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,16
x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,0
f,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,0
x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,4
x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,13
f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,0
f,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,0
f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,0
f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,0
f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,0
f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,0
x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,0
x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,3
x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,0
x,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,0
f,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,0
x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,y,u,11
f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,18
f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,g,18
x,f,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,13
x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,0
f,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,0
x,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,0
x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,0
x,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,0
f,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,0
f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,0
f,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,0
x,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,1
f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,18
x,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,0
x,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,13
f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,18
f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,18
f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,18
f,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,0
f,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,0
f,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,0
x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,0
f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,0
f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,g,18
f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,g,18
f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,0
x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,0
x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,0
x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,13
x,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,11
f,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,0
f,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,0
x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,0
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,4
f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,0
x,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,0
x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,0
x,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,0
x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,0
x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,0
x,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,0
x,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,0
f,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,0
x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,0
f,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,0
f,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,0
x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,0
f,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,0
x,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,0
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,4
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,4
x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,0
x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,18
x,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,0
x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,17
x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,16
f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,18
x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,4
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,4
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,4
x,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,0
f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,0
x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,0
x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,0
f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,0
f,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,0
x,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,0
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,4
x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,0
x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,17
f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,g,18
f,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,0
f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,0
f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,0
f,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,0
x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,3
x,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,11
x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,4
x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,1
f,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,0
f,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,0
f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,0
x,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,0
f,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,0
f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,0
x,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,0
x,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,0
x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,13
f,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,0
f,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,0
f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g,18
x,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,11
x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,0
f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,0
f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,18
f,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,0
x,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,16
x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,0
x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,0
x,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,11
x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,0
f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,0
x,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,1
x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,4
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,4
f,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,0
f,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,0
f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,0
f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,0
x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,0
x,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,0
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,4
f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,18
x,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,0
f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,0
x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,4
x,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,0
f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,0
x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,18
f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,0
x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,0
f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,g,18
x,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,0
x,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,0
x,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,11
f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,0
f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,18
x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,0
f,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,0
f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,0
x,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,0
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,4
f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g,18
x,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,0
f,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,y,u,18
f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,18
f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,0
x,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,0
f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,4
x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,0
x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,0
f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,18
f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,0
f,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,0
x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,0
x,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,11
x,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,0
x,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,0
x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,0
f,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,0
x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,11
x,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,0
x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,18
f,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,0
x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,0
x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,11
x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,4
x,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,0
x,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,0
x,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,0
x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,4
x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,11
x,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,0
x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,0
f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,18
f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,18
x,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,0
x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,16
f,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,0
x,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,0
f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g,17
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,4
x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,0
f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,18
x,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,0
x,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,0
x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,0
f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,18
f,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,0
x,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,0
f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,0
x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,0
f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,18
x,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,0
f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,0
f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,18
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,0
